Frank,Gothic Type,Author,Gender,Title,Year,No. from Tracy
43,Pure or high Gothic (terror mode),"Bromley, Elizabeth Nugent",f,THE CAVE OF COSENZA: A ROMANCE OF THE EIGHTEENTH CENTURY,1803,
458,Pure or high Gothic (imitation of THE CASTLE OF OTRANTO),"Vanzee, Maria",f,"FATE: OR, SPONG CASTLE",1803,
474,Gothic bluebook,"Wilkinson, Sarah",f,"THE SUBTERRANEAN PASSAGE: OR, GOTHIC CELL",1803,
499,Pure or high Gothic (terror mode),"Young, Mary Julia",f,"MOSS CLIFF ABBEY: OR, THE SEPULCHRAL HARMONIST, A MYSTERIOUS TALE",1803,
377,Gothified history (imitation of Rochean Gothicism),"Rouviere, Henrietta",f,LUSSINGTON ABBEY,1804,
475,Gothic chapbook (compressed Gothified history),"Wilkinson, Sarah",f,"THE KNIGHTS OF CALATRAVA, OR, DAYS OF CHIVALRY",1804,198
493,Sentimental Gothic (terror mode),"Woodfall, Sophia",f,"ROSA: OR, THE CHILD OF THE ABBEY",1804,
1,Pure or high Gothic (terror mode),"Acton, Eugenia de",f,"THE NUNS OF THE DESERT: OR, THE WOODLAND WITCHES",1805,
47,Grotto Gothic (terror mode),"Burke, Ann",f,THE SECRET OF THE CAVERN,1805,
65,Pure or high Gothic (terror mode),"Charlton, Mary",f,THE HOMICIDE,1805,
101,Sentimental Gothic (didactic elements),"Dacre, Charlotte",f,CONFESSIONS OF THE NUN OF ST. OMER. A TALE,1805,35
204,Sentimentalized terror Gothic (Radcliffean imitation),"Isaacs, Mrs.",f,"GLENMORE ABBEY: OR, THE LADY OF THE ROCK",1805,
285,Gothified history (terror mode),"Millikin, Anna",f,"THE RIVAL CHIEFS: OR, THE BATTLE OF THE MERE",1805,
328,Sentimental Gothic (Radcliffean landscapes),"Picard, Mary",f,"THE CASTLE OF ROVIEGO: OR, RETRIBUTION",1805,
397,Pure or high Gothic (Radcliffean imitation),"Selden, Catherine",f,"VILLA NOVA: OR, THE RUINED CASTLE",1805,
476,Gothic chapbook (highly sentimental),"Wilkinson, Sarah",f,"INKLE AND YARICO: OR, LOVE IN A CAVE, AN INTERESTING TALE",1805,
477,Gothic chapbook (Gothified history),"Wilkinson, Sarah",f,MONKCLIFFE ABBEY: A TALE OF THE FIFTEENTH CENTURY,1805,
478,Periodical chapbook (straight supernatural horror),"Wilkinson, Sarah",f,"THE SORCERER’s PALACE: OR, THE PRINCESS OF SINADONE",1805,
479,Gothic bluebook,"Wilkinson, Sarah",f,"THE WATER SPECTRE, OR, AN BRTACH",1805,201
33,Pure or high Gothic (intermittent didactic elements),"Bennett, Agnes Maria",f,"VICISSITUDES ABROAD: OR, THE GHOST OF MY FATHER",1806,
97,Sentimental and Domestic Gothic,"Cuthbertson, Catherine",f,"SANTO SEBASTIANO: OR, THE YOUNG PROTECTOR",1806,
102,Pure or high Gothic (terror-horror modes),"Dacre, Charlotte",f,"ZOFLOYA, OR, THE MOOR. A ROMANCE OF THE FIFTEENTH CENTURY",1806,38
133,Pure or high Gothic (terror mode),"Frances, Sophia L",f,"VIVONIO: OR, THE HOUR OF RETRIBUTON",1806,
157,Mixed Gothic (domestic fiction becoming Gothic),"Hamilton, Ann Mary",f,THE FOREST OF ST. BERNARDO,1806,60
165,"Pure or high Gothic (terror mode, Radcliffean imitation)","Harvey, Jane",f,THE CASTLE OF TYNEMOUTH,1806,
262,Sentimental Gothic (imitation of Mrs. Radcliffe and Charlotte Smith),"Manners, Mrs",f,"CASTLE NOUVIER: OR, HENRY AND ADELAIDE",1806,
312,Pure or high Gothic (some philosophical content),"Owenson, Sydney (Lady Morgan)",f,THE NOVICE OF ST. DOMINICK,1806,
313,Pure or high Gothic (didactit and nationalistic elements),"Owenson, Sydney (Lady Morgan)",f,THE WILD IRISH GIRL,1806,
435,"Sentimental Gothic (epistolary format, Radcliffean elements)","Stanhope, Louisa Sidney",f,"MONTBRASIL ABBEY, OR, MATERNAL TRAITS. A TALE",1806,182
103,Sentimental Gothic (terror mode),"Dacre, Charlotte",f,THE LIBERTINE,1807,36
134,Pure or high Gothic (terror mode),"Frances, Sophia L",f,"THE NUN OF MISERICORDIA: OR, THE EVE OF ALL SAINTS",1807,
264,Sentimental Gothic (imitation of Charlotte Smith’s novels),"Matthews, Charlotte",f,"GRIFFITH ABBEY: OR, THE MEMOIRS OF EUGENIA",1807,
359,Domestic fiction (has Gothic elements and bears a Gothic title),"Reeve, Sophia",f,THE MYSTERIOUS WANDERER,1807,144
367,Domestic Gothic (various terror elements),"Roche, Regina Maria",f,"THE DISCARDED SON, OR, HAUNT OF THE BANDITTI. A TALE",1807,152
480,Pure or high Gothic (based on Lewis’s Gothic drama of 1798),"Wilkinson, Sarah",f,"THE CASTLE SPECTRE: OR, FAMILY HORRORS, A GOTHIC STORY",1807,
481,Pure or high Gothic (elements of the monastic shocker),"Wilkinson, Sarah",f,"THE FUGITIVE COUNTESS: OR, THE CONVENT OF ST. URSULA",1807,
277,Domestic fiction (intermittent Gothic elements),"Meeke, Mary",f,"""THERE IS A SECRET, FIND IT OUT!""",1808,114
353,Pure or high Gothic (Radcliffean imitation),Ratcliffe Eliza,f,THE MYSTERIOUS BARON,1808,
384,Romance of the ruin (terror mode),"Saint Victor, Helen",f,"THE RUINS OF RIGONDA: OR, THE HOMICIDAL FATHER",1808,
447,Gothified history (terror mode),"Sykes, Mrs. S",f,"MARGIANA, OR, WIDDRINGTON TOWER. A TALE OF THE FIFTEENTH CENTURY",1808,186
207,Pure or high Gothic (all modes),"Jones, Harriet",f,"THE FAMILY OF SANTRAILE: OR, THE HEIR OF MONTAULT",1809,
259,Domestic fiction (several Gothic elements and characters),"Mackenzie, Anna Maria",f,"THE IRISH GUARDIAN, OR, ERRORS OF ECCENTRICITY",1809,106
278,Gothified history (Radcliffean effects),"Meeke, Mary",f,LAUGHTON PRIORY,1809,
352,"Pure or high Gothic (imitation of the ""first"" Mrs. Radcliffe)","Radcliffe, Mary Ann",f,"MANFRONÉ, OR, THE ONE-HANDED MONK",1809,139
419,"Pure or high Gothic (terror mode, Radcliffean imitation)","Smith, Catharine",f,"THE CASTLE OF ARAGON: OR, THE BANDITTI OF THE FOREST",1809,
482,Pure or high Gothic (imitation of Mrs. Radcliffe’s THE ITALIAN),"Wilkinson, Sarah",f,"THE MYSTERIOUS NOVICE: OR, CONVENT OF THE GREY PENITENTS, INCLUDING THE MEMOIRS OF AUGUSTUS AND WILHELMINA",1809,
28,Domestic Gothic,"Beauclerc, Amelia",f,"EVA OF CAMBRIA: OR, THE FUGITIVE DAUGHTER",1810,
73,Pure or high Gothic (terror mode),"Cowley, Hannah Parkhouse",f,THE ITALIAN MARAUDERS,1810,
98,"Pure or high Gothic (terror mode, imitation of Mr. Radcliffe’s THE ITALIAN)","Cuthbertson, Catherine",f,THE FOREST OF MONTALBANO,1810,
142,Pure or high Gothic (elements of THE MONK),"Green, Sarah",f,THE FESTICAL OF ST. JAGO: A SPANISH ROMANCE,1810,
166,Pure or high Gothic (terror mode),"Harwood, Caroline",f,"THE CASTLE OF VIVALDI: OR, THE MYSTERIOUS INJUNCTION",1810,
186,Sentimental Gothic (imitation of Mrs. Radcliffe’s ROMANCE OF THE FOREST),"Houghton, Mary",f,THE MYSTERIES OF THE FOREST,1810,
338,Historical novel (intermittent Gothic elements),"Porter, Jane",f,THE SCOTTISH CHIEFS,1810,
368,Sentimentalized Gothic (some components of the monastic shocker),"Roche, Regina Maria",f,"THE HOUSES OF OSMA AND ALMERIA: OR, CONVENT OF ST. IDLEFONSO",1810,
417,"Pure or high Gothic (horrific medievalism, situations from Walpole and Reeve)","Sleath, Eleanor",f,"THE NOCTURNAL MINSTREL, OR, THE SPIRIT OF THE WOOD",1810,170
426,"Pure or high Gothic (terror mode, bluebook quality)","Smith, Julia",f,"THE PRISON OF MONTAUBIN: OR, TIMES OF TERROR, A REFLECTIVE TALE",1810,
436,Pure or high Gothic (monastic shocker elements),"Stanhope, Louisa Sidney",f,"DI MONTRANZO, OR, THE NOVICE OF CORPUS DOMINI. A ROMANCE",1810,180
483,Gothic chapbook (terror mode),"Wilkinson, Sarah",f,"THE CASTLE OF MONTABINO: OR, THE ORPHAN SISTERS",1810,
484,Pure or high Gothic (elements of the monastic shocker),"Wilkinson, Sarah",f,"THE CONVENT OF THE GREY PENITENTS: OR, THE APOSTATE NUN",1810,
485,Periodical Gothic (terror mode),"Wilkinson, Sarah",f,TORBOLTON ABBEY: A GOTHIC TALE,1810,
,(not indexed),"West, Jane",f,THE REFUSAL. A NOVEL,1810,196
104,Sentimental Gothic (terror mode),"Dacre, Charlotte",f,THE PASSIONS,1811,37
158,Mixed Gothic (domestic fiction becoming Gothic in horror mode),"Hamilton, Ann Mary",f,"MONTALVA, OR, ANNALS OF GUILT",1811,61
418,Pure or high Gothic (Radcliffean imitation),"Sleath, Eleanor",f,PYRENEAN BANDITTI. A ROMANCE,1811,172
143,Gothified history (echoes of Sophia Lee’s THE RECESS),"Green, Sarah",f,"THE ROYAL EXILE: OR, VICTIMS OF HUMAN PASSIONS",1811,
29,Sentimental Gothic,"Beauclerc, Amelia",f,"THE CASTLE OF TARIFFA: OR, THE SELF-BANISHED MAN",1812,
94,Pure or high Gothic (terror mode),"Curtis, Julia Ann Kemble",f,"SICILIAN MYSTERIES: OR, THE FORTRESS DEL VECHII",1812,
112,Pure or high Gothic (terror mode),"Doherty, Ann",f,THE CASTLES OF WOLFNORTH AND MONTEAGLE,1812,
437,"Pure or high Gothic (imitation of THE ITALIAN, elements of the monastic shocker)","Stanhope, Louisa Sidney",f,THE CONFESSIONAL OF VALOMBRE. A ROMANCE,1812,178
445,Grotto Gothic (horror and terror modes),"Stuart, Augusts Amelia",f,"THE CAVE OF TOLEDO: OR, THE GOTHIC PRINCESS, AN HISTORICAL ROMANCE",1812,
144,Domestic Gothic (various Richardsonian features),"Green, Sarah",f,DECEPTION,1813,52
369,Sentimentalized Gothic (some terror elements),"Roche, Regina Maria",f,THE MONASTERY OF ST. COLUMB: OR THE ATONEMENT,1813,
375,Fake Gothic (a sentimental and social novel under a Gothic title),"Ross, Mrs.",f,"THE MARCHIONESS!!! OR, ""THE MATURED ENCHANTRESS""",1813,157
376,Domestic Gothic,"Ross, Mrs.",f,"THE STRANGERS OF LINDENFELDTH: OR, WHO IS MY FATHER?",1813,
,(not indexed),"Utterson, Sarah Elizabeth",f,TALES OF THE DEAD,1813,187
145,Pure or high Gothic (combined imitation of THE ITALIAN and Ireland’s ABBESS),"Green, Sarah",f,"THE CARTHUSIAN FRIAR: OR, THE MYSTERIES OF MONTANVILLE",1814,
330,Sentimental Gothic (Radcliffean imitation),"Pilkington, Mary",f,"THE NOVICE: OR, THE HEIR OF MONTGOMERY CASTLE",1814,
387,Pure or high Gothic (Radcliffean imitation),"Scott, Honoria",f,THE CASTLE OF STRATHMAY: A TALE,1814,
438,"Sentimental Gothic (numerous spectral components, especially in the subplots)","Stanhope, Louisa Sidney",f,MADELINA. A TALE FOUNDED ON FACTS,1814,181
95,Pure or high Gothic (terror mode),"Curtis, Julia Ann Kemble",f,"THE SECRET AVENGERS: OR, THE ROCK OF GLOTZDEN",1815,
113,Gothified history,"Doherty, Ann",f,THE KNIGHT OF THE GLEN: AN IRISH ROMANCE,1815,
420,Pure or high Gothic (terror-horror modes),"Smith, Catharine",f,"BAROZZI, OR, THE VENETIAN SORCERESS. A ROMANCE OF THE SIXTEENTH CENTURY",1815,174
439,Pure or high Gothic (natural terror),"Stanhope, Louisa Sidney",f,"TREACHERY, OR, THE GRAVE OF ANTOINETTE",1815,185
149,Gothic parody (reverberations of Barrett’s THE HEROINE),"Griffith, Sophia",f,SHE WOULD BE A HEROINE,1816,
220,Gothic roman a clef (terror mode),"Lamb, Caroline",f,GLENARVON,1816,83
223,Sentimentalized Gothic (toned-down monastic shocker),"Lancaster, Agnes",f,"THE ABBESS OF VALTIERA: OR, THE SORROWS OF A FALSEHOOD",1816,
378,Gothified history (terror elements),"Rouviere, Henrietta",f,CRAIG MELROSE ABBEY,1816,
446,Pure or high Gothic (terror mode),"Sullivan, Mary Ann",f,"OWEN CASTLE: OR, WHICH IS THE HEROINE?",1816,
500,Sentimental Gothic (combined imitation of several sentimental Gothics),"Ziegenhirt, Sophia F.",f,THE ORPHAN OF TINTERN ABBEY,1816,
,(not indexed),"Ross, Mrs.",f,"THE BALANCE OF COMFORT, OR, THE OLD MAID AND MARRIED WOMAN. A NOVEL",1816,156
218,Gothified history (terror mode),"Ker, Ann",f,"EDRIC THE FORESTER: OR, THE MYSTERIES OF THE HAUNTED CHAMBER",1817,
12,Gothic Parody (caricature of various heroines),"Austen, Jane",f,NORTHANGER ABBEY,1818,
107,Domestic Gothic (terror mode),"Davenport, Selina",f,AN ANGEL'S FORM AND A DEVIL'S HEART,1818,40
335,Gothified history,"Porter, Anna Maria",f,THE FAST OF ST. MAGDALEN,1818,
399,Philosophical Gothic (sometimes categorized as primitive science fiction),"Shelley, Mary",f,"FRANKENSTEIN, OR, THE MODERN PROMETHEUS",1818,161
440,Sentimental Gothic (no supernatural elements),"Stanhope, Louisa Sidney",f,THE NUN OF SANTA MARIA DI TINDARO. A TALE,1818,183
44,Sentimental Gothic,"Brown, Elizabeth Cullen",f,THE SISTERS OF ST. GOTHARD. A TALE,1819,11
96,Pure or high Gothic (horror mode),"Curtis, Julia Ann Kemble",f,"CESARIO ROSALBA: OR, THE OATH OF VENGEANCE. A ROMANCE",1819,
169,Monastic shocker (sentimentalized and moderated terrors),"Haynes, Miss C.D.",f,"AUGUSTUS AND ADELINA: OR, THE MONK OF ST. BARNADINE",1819,
279,Domestic fiction (intermittent Gothic effects),"Meeke, Mary",f,"THE VEILED PROTECTRESS, OR, THE MYSTERIOUS MOTHER. A NOVEL",1819,115
,(not indexed),"Shelley, Mary",f,MATHILDA,1819,164
180,Gothified history (natural horror),"Holford, Margaret",f,WARBECK OF WOLFSTEÏN,1820,69
238,Pure or high Gothic (composite imitation),"Layton, Mrs. Frederick",f,HULME ABBEY,1820,
486,Pure or high Gothic (terror mode),"Wilkinson, Sarah",f,"THE SPECTRE OF LANMERE ABBEY, OR, THE MYSTERY OF THE BLUE AND SILVER BAG",1820,199
487,Gothic chapbook (Shauerromantik elements),"Wilkinson, Sarah",f,"THE SPECTRES, OR, LORD OSWALD AND LADY ROSA &C",1820,200
170,Pure or high Gothic (Radcliffean revival),"Haynes, Miss C.D.",f,"ELEANOR: OR, THE SPECTRE OF ST. MICHAELS, A ROMANTIC TALE",1821,
206,Gothified history (naturalized terror),"Jamieson, Frances",f,THE HOUSE OF RAVENSPUR. A ROMANCE,1822,78
336,Gothified history,"Porter, Anna Maria",f,"ROCHE-BLANCHE, OR, THE HUNTERS OF THE PYRENEES. A ROMANCE",1822,132
,(not indexed),"Lamb, Caroline",f,GRAHAM HAMILTON,1822,84
99,"Picaresque-Sentimental Fiction (a few Gothic characters, episodes, and locations)","Cuthbertson, Catherine",f,THE HUT AND THE CASTLE,1823,
221,Orientalized Gothic/roman a clef,"Lamb, Caroline",f,ADA REIS. A TALE,1823,82
400,Gothified history (uses the castle tyrant as its main character),"Shelley, Mary",f,"VALPERGA, OR, THE LIFE AND ADVENTURES OF CASTRUCCIO, PRINCE OF LUCCA",1823,165
,(not indexed),"Roche, Regina Maria",f,"BRIDAL OF DUNMORE, AND, LOST AND WON",1823,147
441,Gothified history (intermittent terror elements),"Stanhope, Louisa Sidney",f,THE SIEGE OF KENILWORTH. AN HISTORICAL ROMANCE,1824,184
119,Gothified history (sentimental and terror modes),"Eldridge, Rebecca",f,"THE HIGHEST CASTLE AND THE LOWEST CAVE, OR, EVENTS OF THE DAYS WHICH ARE GONE",1825,44
370,Semi-Domestic Gothic (Radcliffean scenery and elements),"Roche, Regina Maria",f,THE CASTLE CHAPEL. A ROMANTIC TALE,1825,148
351,Gothified history (authentic supernatural elements),"Radcliffe, Ann",f,"GASTON DE BLONDEVILLE, OR, THE COURT OF HENRY III. KEEPING FESTIVAL IN ARDENNE",1826,134
401,Apocalyptic Gothic (futuristic science fiction),"Shelley, Mary",f,THE LAST MAN,1826,162
171,Romance of the Ruin (terror mode),"Haynes, Miss C.D.",f,THE RUINS OF RUTHVALE ABBEY,1827,
470,Domestic fiction (recessant Gothic traits),"West, Jane",f,"RINGROVE, OR, OLD FASHIONED NOTIONS",1827,197
108,Domestic Gothic (didactic elements),"Davenport, Selina",f,ITALIAN VENGEANCE AND ENGLISH FORBEARANCE. A ROMANCE,1828,41
371,Sentimental fiction (residual or secondary Gothic elements),"Roche, Regina Maria",f,CONTRAST,1828,151
100,Domestic fiction (counterfeit Gothified History),"Cuthbertson, Catherine",f,"SIR ETHELBERT, OR, THE DISSOLUTION OF THE MONASTERIES. A ROMANCE",1830,34
402,Gothified history,"Shelley, Mary",f,THE FORTUNES OF PERKIN WARBECK. A ROMANCE,1830,160
442,Orientalized Gothic (Gothic passions but minimal terror and horror),"Stanhope, Louisa Sidney",f,THE CORSAIR'S BRIDE. A LEGEND OF THE SIXTEENTH CENTURY,1830,179
403,Domestic fiction (recessive Gothic traits),"Shelley, Mary",f,LODORE,1835,163
,(not indexed),"Shelley, Mary",f,FALKNER. A NOVEL,1837,159
151,Gothic chapbook,"Grosett, Emilia",f,"THE MONASTERY OF ST. MARY: OR, THE WHITE MAID OF AVENEL",n.d.,
469,Gothic chapbook,"Watkins, Lucy",f,"ROMANO CASTLE: OR, THE HORRORS OF THE FOREST",n.d.,
488,Gothic bluebook,"Wilkinson, Sarah",f,"THE RUFFIAN BOY: OR, THE CASTLE OF WALDEMAR, A VENETIAN TALE",n.d.,
489,Gothic chapbook,"Wilkinson, Sarah",f,"ZITTAW THE CRUEL, OR, THE WOODMAN'S DAUGHTER. A POLISH ROMANCE",n.d.,202
